rt,stimulus,button_pressed,resolution,trial_type,trial_index,time_elapsed,internal_node_id,subject,baselinelist,pairedlist,preflist,view_history,responses,question_order,consent_choice_response,personal_code_response,setup_validated,audio_checked,rec_started_choice_response,key_press,target_audio,target_image,target_image_a,target_image_b,extra_consent_choice_response
2791.599999964237,NA,NA,NA,survey-multi-select,10,569838,0.0-9.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,"{""recording"":[""Ik heb de webcam-opname gestart.""]}",[0],NA,NA,NA,NA,"{""recording"":[""Ik heb de webcam-opname gestart.""]}",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,audio-keyboard-response,11,579846,0.0-10.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,./sounds/testtune.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,12,582312,0.0-11.0-0.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/testtune.mp3,./video/circle_simple_static_small,NA,NA,NA
NA,./sounds/testtune.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,13,584770,0.0-11.0-0.1,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/testtune.mp3,./video/circle_complex_static_small,NA,NA,NA
NA,./sounds/testtune.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,14,587239,0.0-11.0-0.2,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/testtune.mp3,./video/circle_complex_static_small,NA,NA,NA
NA,./sounds/testtune.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,15,589700,0.0-11.0-0.3,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/testtune.mp3,./video/circle_simple_static_small,NA,NA,NA
NA,./sounds/AT3-audio.wav,NA,NA,audio-button-response,16,592158,0.0-12.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,./sounds/stim_12sec.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,17,604168,0.0-13.0-0.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/stim_12sec.mp3,./video/circle_complex_static_small,NA,NA,NA
NA,./sounds/stim_12sec.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,18,616177,0.0-13.0-0.1,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/stim_12sec.mp3,./video/circle_complex_move,NA,NA,NA
NA,./sounds/AT3-audio.wav,NA,NA,audio-button-response,19,618643,0.0-14.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,./sounds/stim_12sec.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,20,630653,0.0-15.0-0.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/stim_12sec.mp3,./video/circle_complex_move,NA,NA,NA
NA,./sounds/stim_12sec.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,21,642663,0.0-15.0-0.1,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/stim_12sec.mp3,./video/circle_complex_static_small,NA,NA,NA
NA,./sounds/AT3-audio.wav,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,22,645118,0.0-16.0-0.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/AT3-audio.wav,NA,./video/clock-grabber,NA,NA
NA,./sounds/stim_12sec.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,23,657123,0.0-17.0-0.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/stim_12sec.mp3,./video/circle_simple_static_small,NA,NA,NA
NA,./sounds/stim_12sec.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,24,669129,0.0-17.0-0.1,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/stim_12sec.mp3,./video/circle_simple_move,NA,NA,NA
NA,./sounds/AT3-audio.wav,NA,NA,audio-button-response,25,671588,0.0-18.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,./sounds/stim_12sec.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,26,683597,0.0-19.0-0.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/stim_12sec.mp3,./video/circle_simple_move,NA,NA,NA
NA,./sounds/stim_12sec.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,27,695605,0.0-19.0-0.1,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/stim_12sec.mp3,./video/circle_simple_static_small,NA,NA,NA
NA,./sounds/AT3-audio.wav,NA,NA,audio-button-response,28,698064,0.0-20.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,./sounds/stim_12sec.mp3,NA,"{'actualWidth': 1536, 'actualHeight': 864, 'usableWidth': 1536, 'usableHeight': 824, 'usedWidth': 1707, 'usedHeight': 837, 'pixelRatio': 1.125}",audio-button-response,29,710072,0.0-21.0-0.0,8ygghsng,BASELINE_2,PAIRED_2,PREF_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,./sounds/stim_12sec.mp3,./video/circle_complex_static_small,NA,NA,NA
